contract_number,completed_contract_count,seed,template_id,node_id,node_type,node_depth,node_lane,monster_name,hp,base_hp_before_contract_scaling,contract_hp_multiplier,contract_dps_multiplier,duration_sec,hp_budget_duration_sec,target_dps,required_dps,effective_hp,mitigation_multiplier,pressure_status,raw_difficulty_id,scale_raw_difficulty_id,scale_monster_difficulty_id,scale_content_difficulty_id,depth_bonus,node_level_bonus,completed_contract_pressure_bonus,archetype_ids,mechanic_ids,defense_overrides,budget,total_cost,budget_delta,major_defense_count
1,0,91004,elite_orbit,captain,captain,1,1,Warded Threat,427,427,1.0,1.0,27.0,27.0,17.9299,22.0741,596,1.396,slightly_over,2,2,2,2,0,0,0,warded,poison_resistance;absorb,"{""absorb"":7.0,""poison_resistance"":0.27}",118,106,-12,0
1,0,91004,elite_orbit,alternate,fight,1,2,Warded Monster,490,490,1.0,1.0,31.0,31.0,18.9429,23.3226,723,1.476,slightly_over,2,2,2,2,0,0,0,warded,poison_resistance;absorb,"{""absorb"":7.0,""poison_resistance"":0.35}",118,118,0,0
1,0,91005,elite_orbit,main,fight,1,0,Nimble Threat,312,312,1.0,1.0,32.0,32.0,15.7476,15.875,508,1.628,in_band,2,2,2,2,0,0,0,nimble,dodge_chance;crit_negation,"{""crit_negation"":0.72,""dodge_chance"":0.14}",118,139,21,1
1,0,91005,elite_orbit,merge_a,fight,2,0,Arcane Enemy,235,235,1.0,1.0,15.0,18.0,14.4053,19.3333,290,1.2355,over_band,2,2,2,2,0,0,0,arcane,interrupt_skip_count;stun_duration_ms,"{""interrupt_skip_count"":1.0,""stun_duration_ms"":435.0}",118,103,-15,2
1,0,91005,elite_orbit,boss,boss,4,1,Arcane Monster,1808,1808,1.0,1.0,59.0,59.0,32.4218,40.661,2399,1.327,slightly_over,3,3,3,2,0,1,0,devious;arcane,cleanse_threshold;interrupt_skip_count;slow,"{""cleanse_threshold"":4.0,""interrupt_skip_count"":3.0,""slow"":0.25}",228,385,157,2
1,0,91005,elite_orbit,elite_orbit,elite,2,1,Bitter Hexbearer,779,779,1.0,1.0,32.0,32.0,27.9552,33.4688,1071,1.375,slightly_over,3,3,3,2,0,1,0,spiteful;hexed,cleanse_threshold;suppress,"{""cleanse_threshold"":5.0,""suppress"":0.45}",185,192,7,2
1,0,91005,elite_orbit,merge_b,captain,3,2,Hexed Monster,599,599,1.0,1.0,29.0,29.0,27.8512,28.4138,824,1.375,in_band,3,3,3,2,1,0,0,hexed,suppress;cleanse_threshold,"{""cleanse_threshold"":5.0,""suppress"":0.45}",154,170,16,2
1,0,91005,elite_orbit,captain,captain,1,1,Devious Enemy,207,207,1.0,1.0,12.0,18.0,14.3992,21.75,261,1.261,over_band,2,2,2,2,0,0,0,devious,slow;interrupt_skip_count,"{""interrupt_skip_count"":2.0,""slow"":0.25}",118,113,-5,2
1,0,91005,elite_orbit,alternate,fight,1,2,Armored Threat,146,146,1.0,1.0,22.0,22.0,14.3871,16.0909,354,2.428,in_band,2,2,2,2,0,0,0,armored,armor,"{""armor"":119.0}",118,78,-40,1
1,0,91006,braided_sideboard,low_road,fight,1,0,Armored Monster,158,158,1.0,1.0,20.0,20.0,15.377,17.2,344,2.176,in_band,2,2,2,2,0,0,0,armored,armor,"{""armor"":98.0}",118,71,-47,1
1,0,91006,braided_sideboard,toll_fight,captain,2,0,Nimble Threat,211,211,1.0,1.0,15.0,18.0,19.7869,23.9333,359,1.702,slightly_over,2,2,2,2,0,0,0,nimble,dodge_chance;crit_negation,"{""crit_negation"":0.75,""dodge_chance"":0.18}",118,134,16,2
1,0,91006,braided_sideboard,rejoin,fight,3,1,Warded Monster,549,549,1.0,1.0,24.0,24.0,27.4094,33.75,810,1.476,slightly_over,3,3,3,2,1,0,0,warded,poison_resistance;absorb,"{""absorb"":7.0,""poison_resistance"":0.35}",154,126,-28,0
1,0,91006,braided_sideboard,boss,boss,4,1,Braced Enemy,573,573,1.0,1.0,36.0,36.0,29.1121,41.6944,1501,2.62,over_band,3,3,3,2,0,1,0,aegis;fortified,block;armor,"{""armor"":120.0,""block"":9.0}",228,178,-50,1
1,0,91006,braided_sideboard,main_road,captain,1,1,Armored Monster,210,210,1.0,1.0,28.0,28.0,15.8884,17.75,497,2.368,in_band,2,2,2,2,0,0,0,armored,armor,"{""armor"":114.0}",118,84,-34,1
1,0,91006,braided_sideboard,pressure_fight,captain,2,2,Hexed Monster,208,208,1.0,1.0,11.0,18.0,15.5671,26.0,286,1.375,over_band,2,2,2,2,0,0,0,hexed,suppress;cleanse_threshold,"{""cleanse_threshold"":5.0,""suppress"":0.45}",118,121,3,2
1,0,91006,braided_sideboard,elite_sideboard,elite,2,1,Withering Bloom,607,607,1.0,1.0,27.0,27.0,25.6151,30.6296,827,1.363,slightly_over,3,3,3,2,0,1,0,spiteful;hexed,cleanse_threshold;suppress,"{""cleanse_threshold"":4.0,""suppress"":0.45}",185,176,-9,2
1,0,91006,braided_sideboard,high_road,fight,1,2,Resistant Enemy,482,482,1.0,1.0,33.0,33.0,17.6137,19.7273,651,1.35,in_band,2,2,2,2,0,0,0,resistant,poison_resistance,"{""poison_resistance"":0.35}",118,86,-32,0
1,0,91007,five_way_market,armor_path,fight,1,0,Hexed Enemy,266,266,1.0,1.0,24.0,24.0,15.0727,15.375,369,1.387,in_band,2,2,2,2,0,0,0,hexed,suppress;cleanse_threshold,"{""cleanse_threshold"":6.0,""suppress"":0.45}",118,123,5,2
1,0,91007,five_way_market,left_merge,captain,2,1,Hollow Keeper,298,298,1.0,1.0,13.0,18.0,18.0412,29.3077,381,1.28,over_band,2,2,2,2,0,0,0,nullify,absorb;suppress,"{""absorb"":7.0,""suppress"":0.22}",118,106,-12,0
1,0,91007,five_way_market,boss,boss,3,2,Fortified Sentinel,838,838,1.0,1.0,57.0,57.0,26.2693,37.6316,2145,2.56,over_band,3,3,3,2,0,1,0,aegis;fortified,block;armor,"{""armor"":120.0,""block"":6.0}",228,202,-26,1
1,0,91007,five_way_market,poison_path,fight,1,1,Resistant Threat,224,224,1.0,1.0,15.0,18.0,14.9819,20.1333,302,1.35,over_band,2,2,2,2,0,0,0,resistant,poison_resistance,"{""poison_resistance"":0.35}",118,54,-64,0
1,0,91007,five_way_market,evasion_path,captain,1,2,Armored Threat,216,216,1.0,1.0,21.0,21.0,17.5832,19.6667,413,1.912,in_band,2,2,2,2,0,0,0,armored,armor,"{""armor"":76.0}",118,68,-50,1
1,0,91007,five_way_market,center_merge,fight,2,3,Nullifying Keeper,320,320,1.0,1.0,18.0,18.0,18.9895,22.3889,403,1.258,slightly_over,2,2,2,2,0,0,0,nullify,absorb;suppress,"{""absorb"":5.0,""suppress"":0.24}",118,105,-13,0
1,0,91007,five_way_market,warded_path,captain,1,3,Arcane Threat,238,238,1.0,1.0,13.0,18.0,14.2869,22.1538,288,1.212,over_band,2,2,2,2,0,0,0,arcane,interrupt_skip_count;stun_duration_ms,"{""interrupt_skip_count"":2.0,""stun_duration_ms"":352.0}",118,117,-1,2
1,0,91007,five_way_market,elite_prize,elite,1,4,Spiteful Seer,630,630,1.0,1.0,27.0,27.0,26.1519,31.1481,841,1.335,slightly_over,3,3,3,2,0,1,0,spiteful;devious,cleanse_threshold;suppress,"{""cleanse_threshold"":4.0,""suppress"":0.41}",185,176,-9,2
1,0,91008,split_spill_rejoin,safe_start,fight,1,0,Warded Threat,319,319,1.0,1.0,12.0,18.0,19.7997,36.5833,439,1.376,over_band,2,2,2,2,0,0,0,warded,poison_resistance;absorb,"{""absorb"":7.0,""poison_resistance"":0.25}",118,92,-26,0
1,0,91008,split_spill_rejoin,shared_gate_a,captain,2,0,Armored Enemy,298,298,1.0,1.0,33.0,33.0,16.2946,18.2424,602,2.02,in_band,2,2,2,2,0,0,0,armored,armor,"{""armor"":85.0}",118,82,-36,1
1,0,91008,split_spill_rejoin,final_gate,captain,3,1,Spiteful Bloom,411,411,1.0,1.0,21.0,21.0,22.2872,23.9524,503,1.225,in_band,3,3,3,2,1,0,0,spiteful,cleanse_threshold;slow,"{""cleanse_threshold"":6.0,""slow"":0.17}",154,122,-32,1
1,0,91008,split_spill_rejoin,boss,boss,4,1,Hollow Threat,736,736,1.0,1.0,31.0,31.0,28.0077,39.7742,1233,1.675,over_band,3,3,3,2,0,1,0,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":6.0,""poison_resistance"":0.35,""suppress"":0.31}",228,191,-37,0
1,0,91008,split_spill_rejoin,odd_matchup,fight,1,1,Resistant Monster,219,219,1.0,1.0,14.0,18.0,14.6781,21.1429,296,1.35,over_band,2,2,2,2,0,0,0,resistant,poison_resistance,"{""poison_resistance"":0.35}",118,53,-65,0
1,0,91008,split_spill_rejoin,captain_start,captain,1,2,Armored Threat,268,268,1.0,1.0,27.0,27.0,19.4753,21.8519,590,2.2,in_band,2,2,2,2,0,0,0,armored,armor,"{""armor"":100.0}",118,86,-32,1
1,0,91008,split_spill_rejoin,recovery,fight,2,2,Bulwark Gatekeeper,345,345,1.0,1.0,22.0,22.0,18.1566,21.9545,483,1.4,slightly_over,2,2,2,2,0,0,0,aegis,block;crit_negation,"{""block"":8.0,""crit_negation"":0.4}",118,117,-1,1
1,0,91008,split_spill_rejoin,long_start,fight,1,3,Nullifying Acolyte,280,280,1.0,1.0,15.0,18.0,17.8875,25.2,378,1.35,over_band,2,2,2,2,0,0,0,nullify,absorb;suppress,"{""absorb"":7.0,""suppress"":0.32}",118,112,-6,1
1,0,91009,split_spill_rejoin,safe_start,fight,1,0,Devious Threat,404,404,1.0,1.0,27.0,27.0,19.2578,19.4074,524,1.297,in_band,2,2,2,2,0,0,0,devious,slow;cleanse_threshold,"{""cleanse_threshold"":6.0,""slow"":0.25}",118,130,12,2
1,0,91009,split_spill_rejoin,shared_gate_a,captain,2,0,Hexed Monster,403,403,1.0,1.0,33.0,33.0,16.5456,16.8485,556,1.38,in_band,2,2,2,2,0,0,0,hexed,suppress;cleanse_threshold,"{""cleanse_threshold"":6.0,""suppress"":0.44}",118,139,21,2
1,0,91009,split_spill_rejoin,final_gate,captain,3,1,Devious Enemy,389,389,1.0,1.0,13.0,18.0,27.3072,38.0769,495,1.273,over_band,3,3,3,2,1,0,0,devious,cleanse_threshold;slow,"{""cleanse_threshold"":4.0,""slow"":0.25}",154,138,-16,1
1,0,91009,split_spill_rejoin,boss,boss,4,1,Devious Threat,1023,1023,1.0,1.0,39.0,39.0,28.0016,35.1282,1370,1.339,slightly_over,3,3,3,2,0,1,0,devious;arcane,interrupt_skip_count;cleanse_threshold;slow,"{""cleanse_threshold"":5.0,""interrupt_skip_count"":3.0,""slow"":0.25}",228,282,54,2
1,0,91009,split_spill_rejoin,odd_matchup,fight,1,1,Nimble Threat,269,269,1.0,1.0,28.0,28.0,15.5464,15.6786,439,1.632,in_band,2,2,2,2,0,0,0,nimble,dodge_chance;crit_negation,"{""crit_negation"":0.68,""dodge_chance"":0.16}",118,133,15,2
1,0,91009,split_spill_rejoin,captain_start,captain,1,2,Resistant Threat,277,277,1.0,1.0,15.0,18.0,18.528,24.9333,374,1.35,over_band,2,2,2,2,0,0,0,resistant,poison_resistance,"{""poison_resistance"":0.35}",118,61,-57,0
1,0,91009,split_spill_rejoin,recovery,fight,2,2,Warded Threat,313,313,1.0,1.0,21.0,21.0,16.9488,20.9048,439,1.402,slightly_over,2,2,2,2,0,0,0,warded,poison_resistance;absorb,"{""absorb"":4.0,""poison_resistance"":0.33}",118,86,-32,0
1,0,91009,split_spill_rejoin,long_start,fight,1,3,Fortified Threat,211,211,1.0,1.0,23.0,23.0,17.3596,21.1739,487,2.308,slightly_over,2,2,2,2,0,0,0,fortified,armor;block,"{""armor"":104.0,""block"":3.0}",118,108,-10,1
1,0,91010,braided_sideboard,low_road,fight,1,0,Withering Hexbearer,477,477,1.0,1.0,32.0,32.0,19.2211,20.6875,662,1.387,in_band,2,2,2,2,0,0,0,spiteful,cleanse_threshold;suppress,"{""cleanse_threshold"":6.0,""suppress"":0.45}",118,150,32,2
1,0,91010,braided_sideboard,toll_fight,captain,2,0,Devious Monster,306,306,1.0,1.0,15.0,18.0,18.6755,22.6,339,1.108,slightly_over,2,2,2,2,0,0,0,devious,cleanse_threshold;interrupt_skip_count,"{""cleanse_threshold"":6.0,""interrupt_skip_count"":2.0}",118,134,16,2
1,0,91010,braided_sideboard,rejoin,fight,3,1,Braced Guard,571,571,1.0,1.0,27.0,27.0,26.8528,32.4815,877,1.536,slightly_over,3,3,3,2,1,0,0,aegis,block;crit_negation,"{""block"":10.0,""crit_negation"":0.56}",154,164,10,1
1,0,91010,braided_sideboard,boss,boss,4,1,Fortified Gatekeeper,968,968,1.0,1.0,57.0,57.0,30.8355,44.1579,2517,2.6,over_band,3,3,3,2,0,1,0,aegis;fortified,block;armor,"{""armor"":120.0,""block"":8.0}",228,224,-4,1
1,0,91010,braided_sideboard,main_road,captain,1,1,Hollow Acolyte,286,286,1.0,1.0,14.0,18.0,18.7405,28.2857,396,1.385,over_band,2,2,2,2,0,0,0,nullify,absorb;suppress,"{""absorb"":7.0,""suppress"":0.37}",118,117,-1,1
1,0,91010,braided_sideboard,pressure_fight,captain,2,2,Nimble Enemy,307,307,1.0,1.0,31.0,31.0,15.9487,16.0968,499,1.624,in_band,2,2,2,2,0,0,0,nimble,dodge_chance;crit_negation,"{""crit_negation"":0.69,""dodge_chance"":0.15}",118,137,19,2
1,0,91010,braided_sideboard,elite_sideboard,elite,2,1,Relentless Monster,578,578,1.0,1.0,34.0,34.0,28.07,38.4706,1308,2.263,over_band,3,3,3,2,0,1,0,relentless;hexed,armor;cleanse_threshold;suppress,"{""armor"":75.0,""cleanse_threshold"":4.0,""suppress"":0.45}",185,213,28,2
1,0,91010,braided_sideboard,high_road,fight,1,2,Hollow Vessel,375,375,1.0,1.0,27.0,27.0,15.999,18.7778,507,1.353,slightly_over,2,2,2,2,0,0,0,nullify,absorb;suppress,"{""absorb"":6.0,""suppress"":0.35}",118,123,5,1
1,0,91011,hourglass_detour,safe,fight,1,0,Devious Threat,277,277,1.0,1.0,13.0,18.0,16.925,23.6154,307,1.108,over_band,2,2,2,2,0,0,0,devious,cleanse_threshold;interrupt_skip_count,"{""cleanse_threshold"":6.0,""interrupt_skip_count"":2.0}",118,131,13,2
1,0,91011,hourglass_detour,pinch_point,captain,2,1,Withering Seer,299,299,1.0,1.0,26.0,26.0,14.9443,16.0769,418,1.399,in_band,2,2,2,2,0,0,0,spiteful,cleanse_threshold;suppress,"{""cleanse_threshold"":7.0,""suppress"":0.45}",118,122,4,2
1,0,91011,hourglass_detour,low_exit,fight,3,0,Shielded Gatekeeper,451,451,1.0,1.0,23.0,23.0,23.1864,28.0435,645,1.43,slightly_over,3,3,3,2,1,0,0,aegis,block;crit_negation,"{""block"":8.0,""crit_negation"":0.45}",154,134,-20,1
1,0,91011,hourglass_detour,boss,boss,4,1,Spiteful Threat,860,860,1.0,1.0,35.0,35.0,29.9909,37.0286,1296,1.507,slightly_over,3,3,3,2,0,1,0,spiteful;hexed,cleanse_threshold;suppress;slow,"{""cleanse_threshold"":4.0,""slow"":0.16,""suppress"":0.45}",228,234,6,2
1,0,91011,hourglass_detour,captain_exit,captain,3,1,Devious Threat,569,569,1.0,1.0,30.0,30.0,24.1662,24.3667,731,1.285,in_band,3,3,3,2,1,0,0,devious,cleanse_threshold;slow,"{""cleanse_threshold"":5.0,""slow"":0.25}",154,155,1,1
1,0,91011,hourglass_detour,elite_exit,elite,3,2,Dimming Vessel,980,980,1.0,1.0,30.0,30.0,35.0513,48.2,1446,1.476,over_band,4,4,4,2,1,1,0,nullify;warded,absorb;poison_resistance,"{""absorb"":7.0,""poison_resistance"":0.35}",245,180,-65,0
1,0,91011,hourglass_detour,captain,captain,1,1,Devious Monster,487,487,1.0,1.0,30.0,30.0,17.6485,17.8,534,1.096,in_band,2,2,2,2,0,0,0,devious,interrupt_skip_count;cleanse_threshold,"{""cleanse_threshold"":5.0,""interrupt_skip_count"":2.0}",118,162,44,2
1,0,91011,hourglass_detour,weird,fight,1,2,Devious Monster,437,437,1.0,1.0,32.0,32.0,15.0915,15.2188,487,1.114,in_band,2,2,2,2,0,0,0,devious,interrupt_skip_count;cleanse_threshold,"{""cleanse_threshold"":5.0,""interrupt_skip_count"":3.0}",118,174,56,2
1,0,91012,woven_boss_approach,entry_a,fight,1,0,Dimming Keeper,273,273,1.0,1.0,13.0,18.0,17.2124,28.0769,365,1.336,over_band,2,2,2,2,0,0,0,nullify,absorb;suppress,"{""absorb"":7.0,""suppress"":0.3}",118,109,-9,1
1,0,91012,woven_boss_approach,prep_d,captain,2,0,Armored Monster,191,191,1.0,1.0,18.0,18.0,18.4914,20.6667,372,1.948,in_band,2,2,2,2,0,0,0,armored,armor,"{""armor"":79.0}",118,67,-51,1
1,0,91012,woven_boss_approach,boss,boss,3,1,Withering Monster,829,829,1.0,1.0,34.0,34.0,31.0337,38.2941,1302,1.57,slightly_over,3,3,3,2,0,1,0,spiteful;hexed,cleanse_threshold;suppress;slow,"{""cleanse_threshold"":4.0,""slow"":0.23,""suppress"":0.45}",228,237,9,2
1,0,91012,woven_boss_approach,prep_e,fight,2,1,Nimble Monster,167,167,1.0,1.0,13.0,18.0,15.2669,21.3077,277,1.656,over_band,2,2,2,2,0,0,0,nimble,dodge_chance;crit_negation,"{""crit_negation"":0.65,""dodge_chance"":0.19}",118,123,5,2
1,0,91012,woven_boss_approach,entry_b,captain,1,1,Armored Threat,287,287,1.0,1.0,31.0,31.0,18.7836,21.0323,652,2.272,in_band,2,2,2,2,0,0,0,armored,armor,"{""armor"":106.0}",118,91,-27,1
1,0,91012,woven_boss_approach,prep_f,elite,2,2,Bulwark Guard,437,437,1.0,1.0,28.0,28.0,28.991,40.25,1127,2.58,over_band,3,3,3,2,0,1,0,aegis;fortified,block;armor,"{""armor"":120.0,""block"":7.0}",185,155,-30,1
1,0,91012,woven_boss_approach,entry_c,fight,1,2,Dimming Acolyte,281,281,1.0,1.0,14.0,18.0,17.1163,25.8571,362,1.29,over_band,2,2,2,2,0,0,0,nullify,absorb;suppress,"{""absorb"":6.0,""suppress"":0.26}",118,104,-14,0
1,0,91012,woven_boss_approach,prep_g,captain,2,3,Armored Enemy,278,278,1.0,1.0,27.0,27.0,17.8071,19.9259,538,1.936,in_band,2,2,2,2,0,0,0,armored,armor,"{""armor"":78.0}",118,77,-41,1
1,0,91013,hourglass_detour,safe,fight,1,0,Hexed Enemy,307,307,1.0,1.0,27.0,27.0,14.9331,15.2222,411,1.34,in_band,2,2,2,2,0,0,0,hexed,suppress;cleanse_threshold,"{""cleanse_threshold"":5.0,""suppress"":0.4}",118,129,11,2
1,0,91013,hourglass_detour,pinch_point,captain,2,1,Warded Threat,220,220,1.0,1.0,19.0,19.0,14.401,17.7895,338,1.535,slightly_over,2,2,2,2,0,0,0,warded,poison_resistance;suppress,"{""poison_resistance"":0.29,""suppress"":0.35}",118,89,-29,1
1,0,91013,hourglass_detour,low_exit,fight,3,0,Resistant Enemy,382,382,1.0,1.0,15.0,18.0,25.5741,34.4,516,1.35,over_band,3,3,3,2,1,0,0,resistant,poison_resistance,"{""poison_resistance"":0.35}",154,74,-80,0
1,0,91013,hourglass_detour,boss,boss,4,1,Hexed Seer,602,602,1.0,1.0,30.0,30.0,25.8117,31.8667,956,1.588,slightly_over,3,3,3,2,0,1,0,spiteful;hexed,cleanse_threshold;suppress;slow,"{""cleanse_threshold"":4.0,""slow"":0.25,""suppress"":0.45}",228,210,-18,2
