field,pressure_id,contract_number,build_id,build_label,samples,wins,win_rate,avg_dps,avg_required_dps,avg_required_dps_gap,avg_damage_gap,avg_blocked_damage,avg_absorbed_damage,avg_crit_negated_damage,avg_dodges,avg_cleanses,avg_interrupts,avg_stun_seconds
mechanic_ids,block,28,shadow,Shadow,22,0,0.0,17.7821,35064.5194,-35046.7373,-470940.5909,341.7172,0.0,200.9886,0.0,0.0,0.0,0.0
mechanic_ids,block,28,assassin,Assassin,22,0,0.0,39.4107,35064.5194,-35025.1087,-470048.7727,215.6228,0.0,126.1939,0.0,0.0,0.0,0.0
mechanic_ids,crit_negation,28,assassin,Assassin,22,0,0.0,39.4107,35064.5194,-35025.1087,-470048.7727,215.6228,0.0,126.1939,0.0,0.0,0.0,0.0
mechanic_ids,armor,28,assassin,Assassin,22,0,0.0,39.4107,35064.5194,-35025.1087,-470048.7727,215.6228,0.0,126.1939,0.0,0.0,0.0,0.0
mechanic_ids,suppress,28,assassin,Assassin,37,0,0.0,21.8694,32391.4308,-32369.5614,-724763.0811,0.0,188.1351,0.0,0.0,3.2432,0.0,0.0
mechanic_ids,poison_resistance,28,assassin,Assassin,37,0,0.0,21.8694,32391.4308,-32369.5614,-724763.0811,0.0,188.1351,0.0,0.0,3.2432,0.0,0.0
mechanic_ids,poison_resistance,28,shadow,Shadow,37,0,0.0,29.163,32391.4308,-32362.2678,-724424.8919,0.0,96.2386,0.0,0.0,4.1351,0.0,0.0
mechanic_ids,suppress,28,shadow,Shadow,37,0,0.0,29.163,32391.4308,-32362.2678,-724424.8919,0.0,96.2386,0.0,0.0,4.1351,0.0,0.0
mechanic_ids,suppress,28,blade_dancer,Blade Dancer,37,0,0.0,29.7619,32391.4308,-32361.6689,-724392.4595,0.0,0.0,0.0,0.0,7.1351,0.0,0.0
mechanic_ids,poison_resistance,28,blade_dancer,Blade Dancer,37,0,0.0,29.7619,32391.4308,-32361.6689,-724392.4595,0.0,0.0,0.0,0.0,7.1351,0.0,0.0
mechanic_ids,suppress,28,thief,Thief,37,0,0.0,35.6779,32391.4308,-32355.753,-724128.8378,0.0,0.0,0.0,0.0,4.7297,0.0,0.0
mechanic_ids,poison_resistance,28,thief,Thief,37,0,0.0,35.6779,32391.4308,-32355.753,-724128.8378,0.0,0.0,0.0,0.0,4.7297,0.0,0.0
mechanic_ids,interrupt_skip_count,28,thief,Thief,21,0,0.0,10.3182,31695.7844,-31685.4662,-729315.5238,0.0,0.0,0.0,0.0,2.4762,15.381,0.0
mechanic_ids,stun_duration_ms,28,thief,Thief,21,0,0.0,10.3182,31695.7844,-31685.4662,-729315.5238,0.0,0.0,0.0,0.0,2.4762,15.381,0.0
mechanic_ids,stun_duration_ms,28,blade_dancer,Blade Dancer,21,0,0.0,18.8396,31695.7844,-31676.9447,-728931.381,0.0,0.0,0.0,0.0,10.0476,0.0,0.0
mechanic_ids,interrupt_skip_count,28,blade_dancer,Blade Dancer,21,0,0.0,18.8396,31695.7844,-31676.9447,-728931.381,0.0,0.0,0.0,0.0,10.0476,0.0,0.0
mechanic_ids,stun_duration_ms,28,assassin,Assassin,21,0,0.0,22.5766,31695.7844,-31673.2078,-728771.7143,0.0,0.0,0.0,0.0,2.619,6.9048,0.0
mechanic_ids,interrupt_skip_count,28,assassin,Assassin,21,0,0.0,22.5766,31695.7844,-31673.2078,-728771.7143,0.0,0.0,0.0,0.0,2.619,6.9048,0.0
mechanic_ids,interrupt_skip_count,28,shadow,Shadow,21,0,0.0,25.2831,31695.7844,-31670.5012,-728638.5238,0.0,0.0,0.0,0.0,5.7619,0.0,0.0
mechanic_ids,stun_duration_ms,28,shadow,Shadow,21,0,0.0,25.2831,31695.7844,-31670.5012,-728638.5238,0.0,0.0,0.0,0.0,5.7619,0.0,0.0
mechanic_ids,absorb,27,assassin,Assassin,15,0,0.0,21.6108,31277.3642,-31255.7534,-611064.4667,0.0,345.2667,0.0,0.0,0.0,0.0,0.0
mechanic_ids,absorb,27,shadow,Shadow,15,0,0.0,32.127,31277.3642,-31245.2372,-610632.8,0.0,180.908,0.0,0.0,0.0,0.0,0.0
mechanic_ids,absorb,27,blade_dancer,Blade Dancer,15,0,0.0,39.0766,31277.3642,-31238.2876,-610372.9333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mechanic_ids,absorb,27,thief,Thief,15,0,0.0,39.691,31277.3642,-31237.6731,-610350.8667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mechanic_ids,slow,28,blade_dancer,Blade Dancer,41,0,0.0,20.5244,30822.6122,-30802.0878,-693630.561,0.0,0.0,0.0,0.0,11.5854,0.0,0.0
mechanic_ids,cleanse_threshold,28,blade_dancer,Blade Dancer,41,0,0.0,20.5244,30822.6122,-30802.0878,-693630.561,0.0,0.0,0.0,0.0,11.5854,0.0,0.0
mechanic_ids,cleanse_threshold,28,thief,Thief,41,0,0.0,21.2351,30822.6122,-30801.3771,-693596.9756,0.0,0.0,0.0,0.0,5.5366,7.878,0.0
mechanic_ids,slow,28,thief,Thief,41,0,0.0,21.2351,30822.6122,-30801.3771,-693596.9756,0.0,0.0,0.0,0.0,5.5366,7.878,0.0
mechanic_ids,slow,28,assassin,Assassin,41,0,0.0,22.488,30822.6122,-30800.1242,-693542.1707,0.0,0.0,0.0,0.0,4.2683,3.5366,0.0
mechanic_ids,cleanse_threshold,28,assassin,Assassin,41,0,0.0,22.488,30822.6122,-30800.1242,-693542.1707,0.0,0.0,0.0,0.0,4.2683,3.5366,0.0
mechanic_ids,cleanse_threshold,28,shadow,Shadow,41,0,0.0,25.6024,30822.6122,-30797.0098,-693399.122,0.0,0.0,0.0,0.0,6.6829,0.0,0.0
mechanic_ids,slow,28,shadow,Shadow,41,0,0.0,25.6024,30822.6122,-30797.0098,-693399.122,0.0,0.0,0.0,0.0,6.6829,0.0,0.0
mechanic_ids,block,27,thief,Thief,26,0,0.0,9.1753,30100.8904,-30091.7152,-444734.8077,461.116,0.0,184.8803,0.0,0.0,0.0,0.0
mechanic_ids,armor,27,thief,Thief,26,0,0.0,9.1753,30100.8904,-30091.7152,-444734.8077,461.116,0.0,184.8803,0.0,0.0,0.0,0.0
mechanic_ids,crit_negation,27,thief,Thief,26,0,0.0,9.1753,30100.8904,-30091.7152,-444734.8077,461.116,0.0,184.8803,0.0,0.0,0.0,0.0
mechanic_ids,block,27,blade_dancer,Blade Dancer,26,0,0.0,15.6865,30100.8904,-30085.2039,-444427.5769,679.0842,0.0,289.7304,0.0,0.0,0.0,0.0
mechanic_ids,armor,27,blade_dancer,Blade Dancer,26,0,0.0,15.6865,30100.8904,-30085.2039,-444427.5769,679.0842,0.0,289.7304,0.0,0.0,0.0,0.0
mechanic_ids,crit_negation,27,blade_dancer,Blade Dancer,26,0,0.0,15.6865,30100.8904,-30085.2039,-444427.5769,679.0842,0.0,289.7304,0.0,0.0,0.0,0.0
mechanic_ids,block,27,shadow,Shadow,26,0,0.0,17.6313,30100.8904,-30083.2591,-444344.8846,391.9382,0.0,187.6388,0.0,0.0,0.0,0.0
mechanic_ids,armor,27,shadow,Shadow,26,0,0.0,17.6313,30100.8904,-30083.2591,-444344.8846,391.9382,0.0,187.6388,0.0,0.0,0.0,0.0
mechanic_ids,crit_negation,27,shadow,Shadow,26,0,0.0,17.6313,30100.8904,-30083.2591,-444344.8846,391.9382,0.0,187.6388,0.0,0.0,0.0,0.0
mechanic_ids,block,27,assassin,Assassin,26,0,0.0,39.2573,30100.8904,-30061.6331,-443361.3846,246.3089,0.0,108.3966,0.0,0.0,0.0,0.0
mechanic_ids,armor,27,assassin,Assassin,26,0,0.0,39.2573,30100.8904,-30061.6331,-443361.3846,246.3089,0.0,108.3966,0.0,0.0,0.0,0.0
mechanic_ids,crit_negation,27,assassin,Assassin,26,0,0.0,39.2573,30100.8904,-30061.6331,-443361.3846,246.3089,0.0,108.3966,0.0,0.0,0.0,0.0
mechanic_ids,poison_resistance,27,assassin,Assassin,36,0,0.0,21.9248,28101.4082,-28079.4834,-556762.7222,0.0,143.8611,0.0,0.0,3.25,0.0,0.0
mechanic_ids,suppress,27,assassin,Assassin,36,0,0.0,21.9248,28101.4082,-28079.4834,-556762.7222,0.0,143.8611,0.0,0.0,3.25,0.0,0.0
mechanic_ids,suppress,27,shadow,Shadow,36,0,0.0,28.4089,28101.4082,-28072.9994,-556489.4167,0.0,75.3783,0.0,0.0,4.1389,0.0,0.0
mechanic_ids,poison_resistance,27,shadow,Shadow,36,0,0.0,28.4089,28101.4082,-28072.9994,-556489.4167,0.0,75.3783,0.0,0.0,4.1389,0.0,0.0
mechanic_ids,suppress,27,blade_dancer,Blade Dancer,36,0,0.0,29.1642,28101.4082,-28072.244,-556471.8889,0.0,0.0,0.0,0.0,7.2222,0.0,0.0
mechanic_ids,poison_resistance,27,blade_dancer,Blade Dancer,36,0,0.0,29.1642,28101.4082,-28072.244,-556471.8889,0.0,0.0,0.0,0.0,7.2222,0.0,0.0
mechanic_ids,poison_resistance,27,thief,Thief,36,0,0.0,35.2672,28101.4082,-28066.141,-556215.0278,0.0,0.0,0.0,0.0,4.8611,0.0,0.0
mechanic_ids,suppress,27,thief,Thief,36,0,0.0,35.2672,28101.4082,-28066.141,-556215.0278,0.0,0.0,0.0,0.0,4.8611,0.0,0.0
mechanic_ids,stun_duration_ms,27,thief,Thief,18,0,0.0,10.1425,26695.1338,-26684.9913,-590932.0,0.0,0.0,0.0,0.0,2.2778,15.3889,0.0
mechanic_ids,interrupt_skip_count,27,thief,Thief,18,0,0.0,10.1425,26695.1338,-26684.9913,-590932.0,0.0,0.0,0.0,0.0,2.2778,15.3889,0.0
mechanic_ids,stun_duration_ms,27,blade_dancer,Blade Dancer,18,0,0.0,19.0739,26695.1338,-26676.0599,-590530.1111,0.0,0.0,0.0,0.0,10.2778,0.0,0.0
mechanic_ids,interrupt_skip_count,27,blade_dancer,Blade Dancer,18,0,0.0,19.0739,26695.1338,-26676.0599,-590530.1111,0.0,0.0,0.0,0.0,10.2778,0.0,0.0
mechanic_ids,stun_duration_ms,27,assassin,Assassin,18,0,0.0,22.2948,26695.1338,-26672.839,-590389.4444,0.0,0.0,0.0,0.0,2.5,7.2222,0.0
mechanic_ids,interrupt_skip_count,27,assassin,Assassin,18,0,0.0,22.2948,26695.1338,-26672.839,-590389.4444,0.0,0.0,0.0,0.0,2.5,7.2222,0.0
mechanic_ids,interrupt_skip_count,27,shadow,Shadow,18,0,0.0,24.5892,26695.1338,-26670.5445,-590287.9444,0.0,0.0,0.0,0.0,5.6667,0.0,0.0
mechanic_ids,stun_duration_ms,27,shadow,Shadow,18,0,0.0,24.5892,26695.1338,-26670.5445,-590287.9444,0.0,0.0,0.0,0.0,5.6667,0.0,0.0
mechanic_ids,cleanse_threshold,27,blade_dancer,Blade Dancer,39,0,0.0,20.6947,26230.837,-26210.1423,-551459.8974,0.0,0.0,0.0,0.0,11.4103,0.0,0.0
mechanic_ids,slow,27,blade_dancer,Blade Dancer,39,0,0.0,20.6947,26230.837,-26210.1423,-551459.8974,0.0,0.0,0.0,0.0,11.4103,0.0,0.0
mechanic_ids,slow,27,thief,Thief,39,0,0.0,21.9697,26230.837,-26208.8673,-551416.7692,0.0,0.0,0.0,0.0,5.5385,7.1026,0.0
mechanic_ids,cleanse_threshold,27,thief,Thief,39,0,0.0,21.9697,26230.837,-26208.8673,-551416.7692,0.0,0.0,0.0,0.0,5.5385,7.1026,0.0
